date,NYSE
2015-02-17,11054.47
2015-02-13,11042.69
2015-02-12,10995.31
2015-02-11,10889.05
2015-02-10,10915.14
2015-02-09,10826.59
2015-02-06,10847.51
2015-02-05,10896.06
2015-02-04,10775.04
2015-02-03,10847.41
2015-02-02,10669.03
2015-01-30,10537.22
2015-01-29,10691.63
2015-01-28,10603.86
2015-01-27,10781.83
2015-01-26,10847.15
2015-01-23,10788.33
2015-01-22,10859.34
2015-01-21,10720.4
2015-01-20,10658.62
2015-01-16,10660.32
2015-01-15,10514.6
2015-01-14,10565.41
2015-01-13,10622.96
2015-01-12,10640.74
2015-01-09,10711.41
2015-01-08,10800.55
2015-01-07,10627.13
2015-01-06,10514.87
2015-01-05,10607.68
2015-01-02,10830.92
2014-12-31,10839.24
2014-12-30,10932.99
2014-12-29,10988.01
2014-12-26,10985.4
2014-12-24,10955.11
2014-12-23,10951.76
2014-12-22,10919.99
2014-12-19,10890.24
2014-12-18,10831.62
2014-12-17,10603.5
2014-12-16,10390.02
2014-12-15,10411.18
2014-12-12,10500.51
2014-12-11,10690.14
2014-12-10,10662.24
2014-12-09,10847.36
2014-12-08,10863.54
2014-12-05,10970.29
2014-12-04,10952.3
2014-12-03,10987.41
2014-12-02,10940.12
2014-12-01,10888.37
2014-11-28,10955.41
2014-11-26,11047.91
2014-11-25,11029.37
2014-11-24,11041.42
2014-11-21,11025.74
2014-11-20,10937.97
2014-11-19,10927.48
2014-11-18,10941.7
2014-11-17,10883.25
2014-11-14,10880.63
2014-11-13,10868.92
2014-11-12,10884.03
2014-11-11,10907.53
2014-11-10,10892.56
2014-11-07,10864.58
2014-11-06,10843.54
2014-11-05,10824.07
2014-11-04,10758.08
2014-11-03,10808.67
2014-10-31,10845.0
2014-10-30,10712.19
2014-10-29,10646.66
2014-10-28,10677.88
2014-10-27,10544.42
2014-10-24,10582.62
2014-10-23,10519.28
2014-10-22,10405.81
2014-10-21,10500.78
2014-10-20,10327.34
2014-10-17,10250.54
2014-10-16,10123.73
2014-10-15,10109.67
2014-10-14,10185.91
2014-10-13,10166.74
2014-10-10,10293.14
2014-10-09,10409.38
2014-10-08,10645.67
2014-10-07,10484.55
2014-10-06,10647.51
2014-10-03,10635.49
2014-10-02,10555.71
2014-10-01,10571.55
2014-09-30,10702.93
2014-09-29,10749.05
2014-09-26,10798.88
2014-09-25,10722.21
2014-09-24,10885.6
2014-09-23,10815.42
2014-09-22,10892.64
2014-09-19,10989.57
2014-09-18,11024.06
2014-09-17,10973.74
2014-09-16,10980.14
2014-09-15,10909.31
2014-09-12,10911.39
2014-09-11,10975.99
2014-09-10,10972.21
2014-09-09,10945.61
2014-09-08,11007.39
2014-09-05,11073.4
2014-09-04,11030.4
2014-09-03,11063.55
2014-09-02,11038.12
2014-08-29,11046.33
2014-08-28,11009.7
2014-08-27,11037.89
2014-08-26,11025.37
2014-08-25,11005.36
2014-08-22,10947.33
2014-08-21,10982.83
2014-08-20,10949.48
2014-08-19,10929.66
2014-08-18,10886.51
2014-08-15,10796.03
2014-08-14,10802.63
2014-08-13,10756.18
2014-08-12,10705.78
2014-08-11,10722.79
2014-08-08,10691.1
2014-08-07,10583.79
2014-08-06,10653.42
2014-08-05,10657.32
2014-08-04,10766.68
2014-08-01,10692.16
2014-07-31,10726.43
2014-07-30,10929.79
2014-07-29,10936.7
2014-07-28,10987.24
2014-07-25,10985.81
2014-07-24,11038.56
2014-07-23,11023.9
2014-07-22,11016.24
2014-07-21,10957.67
2014-07-18,10985.92
2014-07-17,10890.44
2014-07-16,11017.88
2014-07-15,10965.64
2014-07-14,10991.47
2014-07-11,10936.35
2014-07-10,10941.34
2014-07-09,11005.5
2014-07-08,10963.16
2014-07-07,11035.81
2014-07-03,11104.72
2014-07-02,11050.34
2014-07-01,11046.61
2014-06-30,10979.42
2014-06-27,10974.43
2014-06-26,10949.45
2014-06-25,10962.87
2014-06-24,10921.99
2014-06-23,11014.09
2014-06-20,11018.11
2014-06-19,11003.09
2014-06-18,10975.54
2014-06-17,10886.01
2014-06-16,10863.22
2014-06-13,10856.22
2014-06-12,10825.03
2014-06-11,10872.69
2014-06-10,10914.2
2014-06-09,10918.62
2014-06-06,10904.22
2014-06-05,10847.69
2014-06-04,10776.78
2014-06-03,10770.33
2014-06-02,10772.01
2014-05-30,10756.32
2014-05-29,10752.12
2014-05-28,10702.73
2014-05-27,10720.62
2014-05-23,10681.87
2014-05-22,10644.52
2014-05-21,10620.44
